full_workflow_name,execution_time_seconds,repo,workflow_file,loc,num_jobs,num_triggers,trigger_types,num_reused_actions
oracle_truffleruby__prism.yml,13.6914,oracle/truffleruby,prism.yml,60,1,2,"workflow_dispatch, schedule",5
alibaba_ice__canary.yml,12.7159,alibaba/ice,canary.yml,55,2,1,push,4
vercel_next.js__pull_request_stats.yml,13.4218,vercel/next.js,pull_request_stats.yml,60,2,1,pull_request,4
f_awesome-chatgpt-prompts__auto_commands.yml,13.5356,f/awesome-chatgpt-prompts,auto_commands.yml,43,1,2,"pull_request, pull_request_target",1
Significant-Gravitas_AutoGPT__classic-autogpt-docker-release.yml,13.7424,Significant-Gravitas/AutoGPT,classic-autogpt-docker-release.yml,87,1,2,"release, workflow_dispatch",4
facebook_react-native__retry-workflow.yml,13.6021,facebook/react-native,retry-workflow.yml,19,1,1,workflow_dispatch,0
alibaba_ice__coverage.yml,13.4702,alibaba/ice,coverage.yml,66,1,3,"push, pull_request, workflow_dispatch",5
vercel_next.js__turbopack-benchmark.yml,12.5698,vercel/next.js,turbopack-benchmark.yml,111,3,3,"workflow_dispatch, push, pull_request",13
nodejs_node__update-v8.yml,13.4577,nodejs/node,update-v8.yml,57,1,2,"schedule, workflow_dispatch",4
langgenius_dify__api-tests.yml,13.7364,langgenius/dify,api-tests.yml,99,1,1,pull_request,4
electron_electron__pipeline-electron-docs-only.yml,12.8309,electron/electron,pipeline-electron-docs-only.yml,42,1,1,workflow_call,2
excalidraw_excalidraw__lint.yml,13.4595,excalidraw/excalidraw,lint.yml,22,1,1,pull_request,2
vercel_next.js__issue_bankrupt.yml,12.97,vercel/next.js,issue_bankrupt.yml,24,1,1,workflow_dispatch,2
google_blockly__build.yml,13.0444,google/blockly,build.yml,85,3,1,pull_request,6
langchain-ai_langchain__codspeed.yml,12.9945,langchain-ai/langchain,codspeed.yml,62,1,3,"push, pull_request, workflow_dispatch",4
oracle_graal__ni-layers.yml,13.3844,oracle/graal,ni-layers.yml,121,2,3,"pull_request, schedule, workflow_dispatch",8
yt-dlp_yt-dlp__build.yml,13.4615,yt-dlp/yt-dlp,build.yml,572,9,2,"workflow_call, workflow_dispatch",22
IBM_sarama__scorecard.yml,13.1377,IBM/sarama,scorecard.yml,78,1,3,"branch_protection_rule, schedule, push",5
open-webui_open-webui__release-pypi.yml,13.6041,open-webui/open-webui,release-pypi.yml,36,1,1,push,4
facebook_react-native__check-for-reproducer.yml,13.4484,facebook/react-native,check-for-reproducer.yml,19,1,1,issues,2
electron_electron__issue-commented.yml,13.0184,electron/electron,issue-commented.yml,26,1,1,issue_comment,1
google_go-querystring__tests.yml,13.2578,google/go-querystring,tests.yml,39,1,2,"push, pull_request",3
oracle_graal__reachability-metadata.yml,13.9181,oracle/graal,reachability-metadata.yml,136,2,3,"pull_request, schedule, workflow_dispatch",7
tensorflow_tensorflow__scorecards-analysis.yml,12.7374,tensorflow/tensorflow,scorecards-analysis.yml,69,1,3,"branch_protection_rule, schedule, push",4
nodejs_node__codeql.yml,12.9705,nodejs/node,codeql.yml,41,1,1,schedule,4
microsoft_vscode__telemetry.yml,13.2532,microsoft/vscode,telemetry.yml,21,1,1,pull_request,2
github_gitignore__stale.yml,12.5715,github/gitignore,stale.yml,32,1,1,schedule,1
tensorflow_tensorflow__arm-cd.yml,12.5032,tensorflow/tensorflow,arm-cd.yml,71,1,2,"push, schedule",2
electron_electron__audit-branch-ci.yml,14.3541,electron/electron,audit-branch-ci.yml,145,1,2,"workflow_dispatch, schedule",2
Significant-Gravitas_AutoGPT__platform-dev-deploy-event-dispatcher.yml,12.4591,Significant-Gravitas/AutoGPT,platform-dev-deploy-event-dispatcher.yml,198,1,2,"pull_request, issue_comment",10
alibaba_tengine__ci.yml,13.326,alibaba/tengine,ci.yml,122,1,2,"push, pull_request",4
denoland_deno__version_bump.yml,13.6457,denoland/deno,version_bump.yml,59,1,1,workflow_dispatch,3
langchain-ai_langchain__scheduled_test.yml,13.0453,langchain-ai/langchain,scheduled_test.yml,172,2,2,"workflow_dispatch, schedule",7
krahets_hello-algo__typescript.yml,12.9801,krahets/hello-algo,typescript.yml,26,1,3,"push, pull_request, workflow_dispatch",2
google_blockly__keyboard_plugin_test.yml,12.9255,google/blockly,keyboard_plugin_test.yml,66,1,3,"workflow_dispatch, pull_request, push",3
google_blockly__appengine_deploy.yml,13.4396,google/blockly,appengine_deploy.yml,54,2,1,workflow_dispatch,4
n8n-io_n8n__docker-build-push.yml,13.735,n8n-io/n8n,docker-build-push.yml,332,3,4,"schedule, workflow_call, workflow_dispatch, pull_request",12
facebook_react-native__close-pr.yml,20.4637,facebook/react-native,close-pr.yml,63,1,1,push,1
langgenius_dify__deploy-enterprise.yml,34.6516,langgenius/dify,deploy-enterprise.yml,29,1,1,workflow_run,1
twbs_bootstrap__js.yml,23.9316,twbs/bootstrap,js.yml,52,1,3,"push, pull_request, workflow_dispatch",3
langchain-ai_langchain__codespell.yml,19.7029,langchain-ai/langchain,codespell.yml,35,1,2,"push, pull_request",2
nodejs_node__commit-lint.yml,18.6642,nodejs/node,commit-lint.yml,32,1,1,pull_request,2
IBM_sarama__stale.yml,18.3308,IBM/sarama,stale.yml,47,1,2,"schedule, workflow_dispatch",1
vercel_next.js__trigger_release_new.yml,14.677,vercel/next.js,trigger_release_new.yml,123,1,1,workflow_dispatch,3
electron_electron__pipeline-segment-electron-test.yml,18.1336,electron/electron,pipeline-segment-electron-test.yml,264,1,1,workflow_call,7
vercel_next.js__issue_lock.yml,19.6522,vercel/next.js,issue_lock.yml,29,1,2,"schedule, workflow_dispatch",1
facebook_create-react-app__e2e-base.yml,18.1154,facebook/create-react-app,e2e-base.yml,35,1,1,workflow_call,2
langgenius_dify__translate-i18n-base-on-english.yml,17.6698,langgenius/dify,translate-i18n-base-on-english.yml,63,1,1,pull_request,4
langchain-ai_langchain__api_doc_build.yml,20.0467,langchain-ai/langchain,api_doc_build.yml,107,1,2,"workflow_dispatch, schedule",5
huggingface_transformers__self-nightly-past-ci-caller.yml,15.2788,huggingface/transformers,self-nightly-past-ci-caller.yml,99,8,2,"schedule, push",7
alibaba_ice__ci.yml,20.7609,alibaba/ice,ci.yml,49,1,1,push,4
NVIDIA_cutlass__new-issues-to-triage-projects.yml,16.1728,NVIDIA/cutlass,new-issues-to-triage-projects.yml,35,1,1,issues,3
vercel_next.js__issue_version.yml,17.0734,vercel/next.js,issue_version.yml,24,1,1,workflow_dispatch,2
vercel_next.js__update_react.yml,15.2652,vercel/next.js,update_react.yml,56,1,2,"schedule, workflow_dispatch",2
langgenius_dify__web-tests.yml,17.9075,langgenius/dify,web-tests.yml,55,1,1,pull_request,4
microsoft_terminal__winget.yml,17.1465,microsoft/terminal,winget.yml,27,1,1,release,0
axios_axios__npm-tag.yml,20.0132,axios/axios,npm-tag.yml,30,1,1,workflow_dispatch,2
n8n-io_n8n__release-publish.yml,17.3013,n8n-io/n8n,release-publish.yml,168,5,1,pull_request,11
vercel_next.js__turbopack-nextjs-dev-integration-tests.yml,17.3691,vercel/next.js,turbopack-nextjs-dev-integration-tests.yml,17,1,2,"schedule, workflow_dispatch",1
EbookFoundation_free-programming-books__check-urls.yml,16.6176,EbookFoundation/free-programming-books,check-urls.yml,132,3,2,"push, pull_request",8
Significant-Gravitas_AutoGPT__codeql.yml,16.009,Significant-Gravitas/AutoGPT,codeql.yml,98,1,4,"push, pull_request, merge_group, schedule",3
vercel_next.js__notify_release.yml,18.0282,vercel/next.js,notify_release.yml,83,2,1,release,3
excalidraw_excalidraw__semantic-pr-title.yml,20.2069,excalidraw/excalidraw,semantic-pr-title.yml,16,1,1,pull_request,1
google_go-github__linter.yml,17.0569,google/go-github,linter.yml,19,1,2,"push, pull_request",2
microsoft_TypeScript__lkg.yml,17.943,microsoft/TypeScript,lkg.yml,49,1,1,workflow_dispatch,2
electron_electron__semantic.yml,16.8486,electron/electron,semantic.yml,26,1,1,pull_request,2
facebook_folly__getdeps_mac.yml,20.9643,facebook/folly,getdeps_mac.yml,424,1,2,"push, pull_request",42
krahets_hello-algo__dotnet.yml,17.1327,krahets/hello-algo,dotnet.yml,39,1,3,"push, pull_request, workflow_dispatch",2
nodejs_node__label-pr.yml,16.85,nodejs/node,label-pr.yml,18,1,1,pull_request_target,1
ohmyzsh_ohmyzsh__installer.yml,18.8706,ohmyzsh/ohmyzsh,installer.yml,56,2,2,"workflow_dispatch, push",2
electron_electron__build.yml,17.8766,electron/electron,build.yml,396,19,3,"workflow_dispatch, push, pull_request",22
tensorflow_tensorflow__arm-ci.yml,21.4029,tensorflow/tensorflow,arm-ci.yml,55,1,1,push,1
EbookFoundation_free-programming-books__fpb-lint.yml,17.0183,EbookFoundation/free-programming-books,fpb-lint.yml,36,1,1,pull_request,3
rust-lang_rust__ghcr.yml,17.7569,rust-lang/rust,ghcr.yml,75,1,2,"workflow_dispatch, schedule",1
yt-dlp_yt-dlp__release-master.yml,14.8497,yt-dlp/yt-dlp,release-master.yml,47,2,1,push,3
nodejs_node__notify-on-review-wanted.yml,15.6163,nodejs/node,notify-on-review-wanted.yml,44,1,2,"issues, pull_request_target",1
ohmyzsh_ohmyzsh__main.yml,20.2704,ohmyzsh/ohmyzsh,main.yml,38,1,2,"pull_request, push",1
vercel_next.js__issue_wrong_template.yml,14.9503,vercel/next.js,issue_wrong_template.yml,21,1,1,issues,2
EbookFoundation_free-programming-books__comment-pr.yml,17.7563,EbookFoundation/free-programming-books,comment-pr.yml,55,1,1,workflow_run,1
huggingface_transformers__self-push.yml,16.5144,huggingface/transformers,self-push.yml,652,6,3,"workflow_run, push, repository_dispatch",7
open-webui_open-webui__build-release.yml,13.9261,open-webui/open-webui,build-release.yml,72,1,1,push,4
oracle_docker-images__build-and-push-nosql-image.yml,12.1162,oracle/docker-images,build-and-push-nosql-image.yml,74,1,2,"push, workflow_dispatch",6
mrdoob_three.js__read-size.yml,13.2774,mrdoob/three.js,read-size.yml,67,1,1,pull_request,3
facebook_facebook-ios-sdk__needs-attention.yml,12.3412,facebook/facebook-ios-sdk,needs-attention.yml,18,1,1,issue_comment,2
nodejs_node__find-inactive-collaborators.yml,12.1391,nodejs/node,find-inactive-collaborators.yml,50,1,2,"schedule, workflow_dispatch",3
oracle_opengrok__docker.yml,14.3216,oracle/opengrok,docker.yml,50,1,3,"push, pull_request, release",2
twbs_bootstrap__browserstack.yml,14.701,twbs/bootstrap,browserstack.yml,46,1,2,"push, workflow_dispatch",2
yt-dlp_yt-dlp__codeql.yml,13.9356,yt-dlp/yt-dlp,codeql.yml,65,1,3,"push, pull_request, schedule",4
axios_axios__stale.yml,14.1404,axios/axios,stale.yml,34,1,1,schedule,1
awslabs_amazon-ecr-credential-helper__check-links.yml,16.9857,awslabs/amazon-ecr-credential-helper,check-links.yml,24,1,3,"workflow_dispatch, schedule, pull_request",2
flutter_flutter__easy-cp.yml,15.2064,flutter/flutter,easy-cp.yml,87,1,1,pull_request_target,1
langchain-ai_langchain___test_doc_imports.yml,14.5192,langchain-ai/langchain,_test_doc_imports.yml,50,1,1,workflow_call,2
ohmyzsh_ohmyzsh__dependencies.yml,13.9784,ohmyzsh/ohmyzsh,dependencies.yml,36,1,2,"workflow_dispatch, schedule",3
axios_axios__ci.yml,13.7175,axios/axios,ci.yml,61,1,2,"push, pull_request",4
IBM_sarama__fvt.yml,14.0503,IBM/sarama,fvt.yml,87,1,1,workflow_call,5
n8n-io_n8n__ci-postgres-mysql.yml,13.6191,n8n-io/n8n,ci-postgres-mysql.yml,229,6,4,"schedule, workflow_dispatch, pull_request, pull_request_review",24
google_blockly__tag_module_cleanup.yml,15.117,google/blockly,tag_module_cleanup.yml,37,1,1,pull_request_target,1
huggingface_transformers__push-important-models.yml,14.0076,huggingface/transformers,push-important-models.yml,135,2,1,push,8
langchain-ai_langchain___integration_test.yml,14.2252,langchain-ai/langchain,_integration_test.yml,89,1,1,workflow_dispatch,2
facebook_react-native__generate-changelog.yml,13.8353,facebook/react-native,generate-changelog.yml,28,1,1,workflow_call,3
huggingface_transformers__self-scheduled-intel-gaudi.yml,14.9142,huggingface/transformers,self-scheduled-intel-gaudi.yml,345,7,1,workflow_call,11
ohmyzsh_ohmyzsh__project.yml,14.471,ohmyzsh/ohmyzsh,project.yml,146,1,2,"issues, pull_request_target",1
huggingface_transformers__pr-style-bot.yml,14.9276,huggingface/transformers,pr-style-bot.yml,18,1,1,issue_comment,1
public-apis_public-apis__test_of_validate_package.yml,14.6249,public-apis/public-apis,test_of_validate_package.yml,29,1,2,"push, pull_request",2
huggingface_transformers__self-scheduled-amd-mi250-caller.yml,14.2221,huggingface/transformers,self-scheduled-amd-mi250-caller.yml,59,4,2,"workflow_run, push",4
facebook_fbthrift__getdeps_windows.yml,14.7149,facebook/fbthrift,getdeps_windows.yml,518,1,2,"push, pull_request",52
electron_electron__stale.yml,14.5883,electron/electron,stale.yml,52,2,2,"workflow_dispatch, schedule",4
NVIDIA_k8s-device-plugin__publish-helm.yaml,14.0069,NVIDIA/k8s-device-plugin,publish-helm.yaml,69,3,1,release,4
avelino_awesome-go__tests.yaml,15.0647,avelino/awesome-go,tests.yaml,22,1,2,"push, pull_request",1
ollama_ollama__release.yaml,13.3559,ollama/ollama,release.yaml,510,11,1,push,37
NVIDIA_k8s-device-plugin__stale.yaml,14.2798,NVIDIA/k8s-device-plugin,stale.yaml,27,1,1,schedule,1
NVIDIA_k8s-device-plugin__basic-checks.yaml,14.0205,NVIDIA/k8s-device-plugin,basic-checks.yaml,43,4,2,"workflow_call, pull_request",4
alibaba_transmittable-thread-local__strong_ci.yaml,13.7027,alibaba/transmittable-thread-local,strong_ci.yaml,46,1,3,"push, pull_request, workflow_dispatch",3
avelino_awesome-go__site-deploy.yaml,13.2807,avelino/awesome-go,site-deploy.yaml,40,1,1,push,3
NVIDIA_k8s-device-plugin__e2e.yaml,14.2864,NVIDIA/k8s-device-plugin,e2e.yaml,87,1,1,workflow_call,5
microsoft_TypeScript__twoslash-repros.yaml,16.0598,microsoft/TypeScript,twoslash-repros.yaml,65,1,2,"schedule, workflow_dispatch",4
alibaba_druid__ci.yaml,17.3963,alibaba/druid,ci.yaml,44,1,2,"push, pull_request",3
avelino_awesome-go__run-check.yaml,15.8216,avelino/awesome-go,run-check.yaml,22,1,2,"workflow_dispatch, schedule",1
microsoft_TypeScript__error-deltas-watchdog.yaml,13.8632,microsoft/TypeScript,error-deltas-watchdog.yaml,45,1,2,"workflow_dispatch, schedule",0
open-webui_open-webui__docker-build.yaml,17.7457,open-webui/open-webui,docker-build.yaml,642,8,2,"workflow_dispatch, push",48
awslabs_amazon-ecr-credential-helper__build.yaml,14.0124,awslabs/amazon-ecr-credential-helper,build.yaml,55,3,2,"push, pull_request",5
microsoft_TypeScript__sync-branch.yaml,13.4557,microsoft/TypeScript,sync-branch.yaml,76,1,1,workflow_dispatch,3
AUTOMATIC1111_stable-diffusion-webui__on_pull_request.yaml,13.6849,AUTOMATIC1111/stable-diffusion-webui,on_pull_request.yaml,38,2,2,"push, pull_request",4
microsoft_TypeScript__accept-baselines-fix-lints.yaml,14.98,microsoft/TypeScript,accept-baselines-fix-lints.yaml,39,1,1,workflow_dispatch,2
NVIDIA_k8s-device-plugin__ci.yaml,15.1088,NVIDIA/k8s-device-plugin,ci.yaml,45,3,1,push,3
flutter_flutter__lock.yaml,13.103,flutter/flutter,lock.yaml,35,1,1,schedule,1
microsoft_TypeScript__insiders.yaml,14.3873,microsoft/TypeScript,insiders.yaml,65,2,2,"workflow_dispatch, repository_dispatch",4
microsoft_TypeScript__new-release-branch.yaml,13.8397,microsoft/TypeScript,new-release-branch.yaml,95,1,1,workflow_dispatch,3
open-webui_open-webui__format-build-frontend.yaml,14.1855,open-webui/open-webui,format-build-frontend.yaml,65,2,2,"push, pull_request",4
axios_axios__depsreview.yaml,14.286,axios/axios,depsreview.yaml,16,1,1,pull_request,2
ollama_ollama__latest.yaml,14.1531,ollama/ollama,latest.yaml,24,1,1,release,2
freeCodeCamp_freeCodeCamp__github-labeler.yaml,14.4891,freeCodeCamp/freeCodeCamp,github-labeler.yaml,24,1,1,pull_request_target,1
NVIDIA_k8s-device-plugin__code_scanning.yaml,13.9579,NVIDIA/k8s-device-plugin,code_scanning.yaml,54,1,1,workflow_call,4
microsoft_TypeScript__nightly.yaml,13.447,microsoft/TypeScript,nightly.yaml,65,2,2,"schedule, workflow_dispatch",4
NVIDIA_k8s-device-plugin__variables.yaml,14.4255,NVIDIA/k8s-device-plugin,variables.yaml,45,1,1,workflow_call,1
open-webui_open-webui__format-backend.yaml,14.438,open-webui/open-webui,format-backend.yaml,49,1,2,"push, pull_request",2
langgenius_dify__tool-test-sdks.yaml,13.8111,langgenius/dify,tool-test-sdks.yaml,43,1,1,pull_request,2
microsoft_TypeScript__release-branch-artifact.yaml,13.925,microsoft/TypeScript,release-branch-artifact.yaml,50,1,1,push,3
NVIDIA_k8s-device-plugin__golang.yaml,13.9882,NVIDIA/k8s-device-plugin,golang.yaml,65,3,1,workflow_call,7
AUTOMATIC1111_stable-diffusion-webui__run_tests.yaml,17.2431,AUTOMATIC1111/stable-diffusion-webui,run_tests.yaml,81,1,2,"push, pull_request",5
alibaba_transmittable-thread-local__ci.yaml,14.1417,alibaba/transmittable-thread-local,ci.yaml,49,1,3,"push, pull_request, workflow_dispatch",2
microsoft_TypeScript__set-version.yaml,13.2752,microsoft/TypeScript,set-version.yaml,99,1,1,workflow_dispatch,3
NVIDIA_k8s-device-plugin__image.yaml,14.1624,NVIDIA/k8s-device-plugin,image.yaml,53,1,1,workflow_call,4
microsoft_TypeScript__update-package-lock.yaml,15.0354,microsoft/TypeScript,update-package-lock.yaml,52,1,2,"schedule, workflow_dispatch",2
avelino_awesome-go__pull-request-first-comment.yaml,13.7949,avelino/awesome-go,pull-request-first-comment.yaml,31,1,1,pull_request_target,1
NVIDIA_k8s-device-plugin__helm.yaml,13.8441,NVIDIA/k8s-device-plugin,helm.yaml,35,1,1,workflow_call,2
Significant-Gravitas_AutoGPT__platform-autogpt-deploy-dev.yaml,14.6804,Significant-Gravitas/AutoGPT,platform-autogpt-deploy-dev.yaml,51,2,1,push,3
ollama_ollama__test.yaml,14.4533,ollama/ollama,test.yaml,244,6,1,pull_request,14
NVIDIA_k8s-device-plugin__release.yaml,14.9772,NVIDIA/k8s-device-plugin,release.yaml,43,1,1,push,2
flutter_flutter__no-response.yaml,13.8455,flutter/flutter,no-response.yaml,44,1,2,"issue_comment, schedule",1
